	1	53.7186	2148885835	40.0027	1101.75
	2	32.3534	2154046255	66.5786	1101.75
	4	27.3376	2149053941	78.6117	1101.75
	8	24.9532	2148630268	86.1063	1101.75
	16	24.6058	2148077668	87.2996	1101.75
	32	24.4134	2148062901	87.9869	1101.75
	64	27.3731	2152412476	78.6325	1101.75
	128	28.7899	2159066944	74.994	1101.75
	256	29.1483	2156019417	73.9672	1101.75
