	1	0.610974	33573301	54.9505	240.993
	2	0.457302	33612040	73.5007	240.993
	4	0.431789	33613824	77.8478	240.993
	8	0.396279	33593606	84.7726	240.993
	16	0.379689	33575060	88.4278	240.993
	32	0.376315	33564577	89.1928	240.993
	64	0.376636	33566653	89.1223	240.993
	128	0.39419	33608394	85.2594	240.993
	256	0.4278	33590752	78.5198	240.993
