0	8.18535
100	17.0135
200	24.8583
300	31.788
400	36.9463
500	41.9982
600	46.2248
700	49.9808
800	53.0268
900	55.8141
1000	59.0175
1100	61.7834
1200	64.7347
1300	68.6756
1400	71.8038
1500	74.4452
1600	76.5718
1700	78.5787
1800	81.0994
1900	82.8253
2000	84.6158
2100	86.313
2200	89.0178
2300	91.1759
2400	93.196
2500	94.2955
2600	96.3375
2700	98.0464
2800	99.4874
2900	100.382
3000	102.141
3100	103.273
3200	104.104
3300	106.017
3400	107.45
3500	108.481
3600	110.381
3700	111.738
3800	112.946
3900	113.528
4000	114.511
4100	115.345
4200	116.589
4300	116.981
4400	118.596
4500	120.014
4600	121.498
4700	122.804
4800	123.952
4900	124.977
5000	126.65
5100	127.036
5200	128.079
5300	128.704
5400	129.108
5500	130.179
5600	131.177
5700	132.121
5800	132.93
5900	134.407
6000	135.335
6100	135.213
6200	136.494
6300	136.8
6400	137.761
6500	138.35
6600	139.321
6700	139.997
6800	141.136
6900	140.713
7000	141.854
7100	142.51
7200	143.09
7300	143.53
7400	143.632
7500	144.786
7600	145.092
7700	145.257
7800	145.854
7900	146.718
8000	147.185
8100	147.21
8200	147.869
8300	148.324
8400	148.694
8500	150.059
8600	150.151
8700	150.223
8800	150.985
8900	151.019
9000	151.294
9100	150.852
9200	151.911
9300	152.178
9400	152.475
9500	152.535
9600	153.077
9700	153.102
9800	153.662
9900	154.249
10000	153.643
10100	153.851
10200	153.434
10300	153.001
10400	153.63
10500	153.688
10600	154.352
10700	154.721
10800	154.764
10900	154.784
11000	154.967
11100	154.777
11200	155.829
11300	157.189
11400	157.484
11500	157.4
11600	157.443
11700	157.857
11800	157.743
11900	158.284
12000	157.99
12100	158.391
12200	158.802
12300	158.887
12400	159.328
12500	159.92
12600	160.391
12700	160.508
12800	161.35
12900	161.728
13000	161.434
13100	162.101
13200	162.497
13300	162.833
13400	162.185
13500	162.552
13600	161.689
13700	160.939
13800	161.366
13900	161.914
14000	163.115
14100	163.54
14200	163.467
