	1	5.96946	268598283	44.9954	462.091
	2	3.89911	269300399	69.0671	462.091
	4	3.3919	268724004	79.2252	462.091
	8	3.08252	268692766	87.1665	462.091
	16	3.03724	268523009	88.4103	462.091
	32	3.01342	268513934	89.1059	462.091
	64	3.28906	268968127	81.7766	462.091
	128	3.57359	269943578	75.5386	462.091
	256	3.63601	269485221	74.1157	462.091
