0	1.38629
100	3.03219
200	3.51798
300	3.87701
400	4.07698
500	4.24055
600	4.36387
700	4.50337
800	4.56994
900	4.64752
1000	4.72101
1100	4.7427
1200	4.79566
1300	4.90726
1400	4.94209
1500	5.00435
1600	5.06612
1700	5.1173
1800	5.17164
1900	5.15295
2000	5.16949
2100	5.20837
2200	5.23551
2300	5.2933
2400	5.28749
2500	5.30774
2600	5.31151
2700	5.3452
2800	5.34523
2900	5.37375
3000	5.3728
3100	5.3807
3200	5.41109
3300	5.41275
3400	5.42964
3500	5.45741
3600	5.47508
3700	5.46214
3800	5.53099
3900	5.47639
4000	5.5165
4100	5.50217
4200	5.54362
4300	5.50748
4400	5.49757
4500	5.54924
4600	5.5672
4700	5.56703
4800	5.59999
4900	5.60515
5000	5.63811
5100	5.64299
5200	5.60862
5300	5.64345
5400	5.63549
5500	5.61056
5600	5.64352
5700	5.64044
5800	5.60901
5900	5.65197
6000	5.68072
6100	5.68988
6200	5.69243
6300	5.67556
6400	5.67885
6500	5.66817
6600	5.72783
6700	5.67425
6800	5.68857
6900	5.71481
7000	5.71874
7100	5.69448
7200	5.68118
7300	5.72652
7400	5.71675
7500	5.72737
7600	5.71152
7700	5.76913
7800	5.76567
7900	5.76181
8000	5.75442
8100	5.74402
8200	5.79908
8300	5.78345
8400	5.77044
8500	5.77136
8600	5.77136
8700	5.7796
8800	5.76789
8900	5.78214
9000	5.81379
9100	5.77482
9200	5.76135
9300	5.73578
9400	5.79346
9500	5.83766
9600	5.79067
9700	5.7709
9800	5.79993
9900	5.80686
10000	5.81249
10100	5.80732
10200	5.79908
10300	5.84414
10400	5.81726
10500	5.81295
10600	5.83851
10700	5.82419
10800	5.85715
10900	5.83897
11000	5.83328
11100	5.83158
11200	5.81425
11300	5.86192
11400	5.82334
11500	5.82465
11600	5.81772
11700	5.84545
11800	5.83374
11900	5.83851
12000	5.8151
12100	5.81249
12200	5.83243
12300	5.85153
12400	5.82073
12500	5.85453
12600	5.82203
12700	5.84198
12800	5.87101
12900	5.80817
13000	5.83158
13100	5.82942
13200	5.86408
13300	5.87186
